Entry ID	travelerNames	birthDate	deathDate	gender	tourStartYear	tourEndYear	placeOfVisit	coordinates	visitStartYear	visitStartMonth	visitStartDay	visitEndYear	visitEndMonth	visitEndDay	markers	travelIndex
1595.2	Mrs Elliott			Female	1755	1779	Rome	41.89305556,12.48277778	1755			1757			-	0
1595.2	Mrs Elliott			Female	1755	1779	Massa	44.0354437,10.1393221	1767			1779			by	1
1596	Elliott			Male	1732	1732	Pisa	43.70853,10.4036	1732	5		1732	5			0
1596	Elliott			Male	1732	1732	Florence	43.77138889,11.25416667	1732	5	5	1732	5	5	by	1
1596	Elliott			Male	1763	1764	Capua	41.10555556,14.21388889	1763	12	26	1763	12	26		2
1596	Elliott			Male	1763	1764	Naples	40.840141,14.25226021	1763	12		1763	12		-	3
1596	Elliott			Male	1794	1794	Rome	41.89305556,12.48277778	1794			1794				4
1596	Elliott			Male	1794	1794	Milan	45.4654219,9.1859243	1794			1794				5
1597	George Ellis	1753	1815	Male	1791	1792	Coblentz	50.360901,7.592820168	1791	10		1791	10			0
1597	George Ellis	1753	1815	Male	1791	1792	Vicenza	45.54672,11.5475	1791	10		1791	12			1
1597	George Ellis	1753	1815	Male	1791	1792	Padua	45.40638889,11.87777778	1791	10		1791	12			2
1597	George Ellis	1753	1815	Male	1791	1792	Venice	45.43811,12.31814957	1791	10		1791	12			3
1597	George Ellis	1753	1815	Male	1791	1792	Loreto	43.4396423,13.6065668	1791	10		1791	12			4
1597	George Ellis	1753	1815	Male	1791	1792	Terni	42.56666667,12.65	1791	10		1791	12			5
1597	George Ellis	1753	1815	Male	1791	1792	Rome	41.89305556,12.48277778	1791	10		1791	12			6
1597	George Ellis	1753	1815	Male	1791	1792	Naples	40.840141,14.25226021	1791	12	10	1792	3	3		7
1597	George Ellis	1753	1815	Male	1791	1792	Rome	41.89305556,12.48277778	1792	4	1	1792	4	1	by	8
1597	George Ellis	1753	1815	Male	1791	1792	Florence	43.77138889,11.25416667	1792	4	23	1792	4	30		9
1597	George Ellis	1753	1815	Male	1791	1792	Milan	45.4654219,9.1859243	1792	5	11	1792	5	11		10
1597	George Ellis	1753	1815	Male	1791	1792	Turin	45.06666667,7.7	1792	5		1792	8			11
1597	George Ellis	1753	1815	Male	1791	1792	England	51.50722222,-0.1275	1792	8		1792	8			12
1598	Henry Ellis	1721	1806	Male	1746	1746	Italy	41.89305556,12.48277778	1746			1746			-	0
1598	Henry Ellis	1721	1806	Male	1764	1765	Florence	43.77138889,11.25416667	1764	11		1764	11			1
1598	Henry Ellis	1721	1806	Male	1764	1765	Naples	40.840141,14.25226021	1765	1		1765	1			2
1598	Henry Ellis	1721	1806	Male	1764	1765	Genoa	44.40718611,8.933983333	1765	12		1765	12			3
1598	Henry Ellis	1721	1806	Male	1771	1772	Rome	41.89305556,12.48277778	1771	3	31	1771	3	31		4
1598	Henry Ellis	1721	1806	Male	1771	1772	Pisa	43.70853,10.4036	1771	3		1772	4			5
1598	Henry Ellis	1721	1806	Male	1771	1772	Leghorn	43.55,10.31666667	1772	4	22	1772	4	22	-	6
1598	Henry Ellis	1721	1806	Male	1793	1795	Pisa	43.70853,10.4036	1793	11		1793	11			7
1598	Henry Ellis	1721	1806	Male	1793	1795	Pisa	43.70853,10.4036	1794	3		1794	3			8
1598	Henry Ellis	1721	1806	Male	1793	1795	Pisa	43.70853,10.4036	1795	1		1795	1			9
1599	Philip Ellis	1652	1726	Male	1701	1726	Rome	41.89305556,12.48277778	1701			1726			-	0
1600	Welbore Ellis	1713	1802	Male	1739	1740	Florence	43.77138889,11.25416667	1739	11	21	1739	11	21	by	0
1600	Welbore Ellis	1713	1802	Male	1739	1740	Turin	45.06666667,7.7	1740	8		1740	8			1
1601	Sir William Ellis	1642	1732	Male	1718	1732	Rome	41.89305556,12.48277778	1718	1		1732	8			0
1602	Ellis			Male	1733	1733	Florence	43.77138889,11.25416667	1733	10	18	1733	10	18		0
1602	Ellis			Male	1792	1792	Turin	45.06666667,7.7	1792	5	11	1792	6	10		1
1602	Ellis			Male	1792	1792	Milan	45.4654219,9.1859243	1792	6	13	1792	6	22		2
1602	Ellis			Male	1792	1792	Mantua	45.1564168,10.7913751	1792	6	23	1792	6	23		3
1602	Ellis			Male	1792	1792	Dresden	51.05089,13.73832	1792	6		1792	9			4
1602	Ellis			Male	1792	1792	Venice	45.43811,12.31814957	1792	9	29	1792	10	6		5
1602	Ellis			Male	1792	1792	Mantua	45.1564168,10.7913751	1792	10		1792	12			6
1602	Ellis			Male	1792	1792	Parma	44.80147222,10.328	1792	10		1792	12			7
1602	Ellis			Male	1792	1792	Bologna	44.504822,11.34517956	1792	10		1792	12			8
1602	Ellis			Male	1792	1792	Florence	43.77138889,11.25416667	1792	10		1792	12			9
1603	Henry Ellison	1734	1795	Male	1764	1764	Rome	41.89305556,12.48277778	1764	4	25	1764	4	25	by; -	0
1603	Henry Ellison	1734	1795	Male	1764	1764	Naples	40.840141,14.25226021	1764	5		1764	5			1
1603	Henry Ellison	1734	1795	Male	1764	1764	Capua	41.10555556,14.21388889	1764	5	23	1764	5	23		2
1603	Henry Ellison	1734	1795	Male	1764	1764	Rome	41.89305556,12.48277778	1764	5	27	1764	6	18		3
1603	Henry Ellison	1734	1795	Male	1764	1764	Tivoli	41.959721,12.79805565	1764	6	18	1764	6	18		4
1603	Henry Ellison	1734	1795	Male	1764	1764	Florence	43.77138889,11.25416667	1764	7	6	1764	8	1		5
1603	Henry Ellison	1734	1795	Male	1764	1764	Bologna	44.504822,11.34517956	1764	8	9	1764	8	12		6
1604	Capt. Ellys			Male	1771	1773	Florence	43.77138889,11.25416667	1771	11	23	1771	11	23	-	0
1604	Capt. Ellys			Male	1771	1773	Pisa	43.70853,10.4036	1771	11		1771	11			1
1605	Hugh Elphinston		1708	Male	1705	1705	Padua	45.40638889,11.87777778	1705	3	17	1705	3	17		0
1606	Capt. Arthur Elphinstone	1688	1746	Male	1732	1733	Rome	41.89305556,12.48277778	1732	1		1733	1			0
1606	Capt. Arthur Elphinstone	1688	1746	Male	1732	1733	Leghorn	43.55,10.31666667	1733	1	10	1733	1	10	by	1
1607	A. Elton			Male	1732	1732	Padua	45.40638889,11.87777778	1732	3	3	1732	3	3		0
1608	John Elwood	1673	1740	Male	1726	1727	Rome	41.89305556,12.48277778	1726	11	16	1727	3	1		0
1609	Edward Emmerson		1718	Male	1718	1718	Leghorn	43.55,10.31666667	1718			1718			-	0
1610	Capt. Emmory			Male	1740	1740	Herculaneum	40.80569,14.34799	1740			1740			-	0
1611	George England			Male	1726	1727	Leghorn	43.55,10.31666667	1726	12	28	1726	12	28	by	0
1611	George England			Male	1726	1727	Florence	43.77138889,11.25416667	1727	1	11	1727	1	11	by	1
1611	George England			Male	1726	1727	Rome	41.89305556,12.48277778	1727	3	29	1727	6	18		2
1612	Richard Engle			Male	1716	1716	Padua	45.40638889,11.87777778	1716	4	2	1716	4	2		0
1613	Sir Henry, 6th Bt. Englefield		1780	Male	1738	1740	Siena	43.31833333,11.33138889	1738	3	1	1738	3	1	by	0
1613	Sir Henry, 6th Bt. Englefield		1780	Male	1738	1740	Rome	41.89305556,12.48277778	1739	4	18	1739	4	18	by	1
1613	Sir Henry, 6th Bt. Englefield		1780	Male	1738	1740	Siena	43.31833333,11.33138889	1739	9	8	1739	12		by	2
1613	Sir Henry, 6th Bt. Englefield		1780	Male	1738	1740	Florence	43.77138889,11.25416667	1740	5		1740	5		-	3
1613	Sir Henry, 6th Bt. Englefield		1780	Male	1738	1740	Venice	45.43811,12.31814957	1740	5	17	1740	5	17	by	4
1613	Sir Henry, 6th Bt. Englefield		1780	Male	1738	1740	Turin	45.06666667,7.7	1740	5		1740	9			5
1614	English			Male	1785	1786	Rome	41.89305556,12.48277778	1785	12		1786	2			0
1615	Enley			Male	1715	1716	Padua	45.40638889,11.87777778	1715	5	12	1715	5	12		0
1615	Enley			Male	1715	1716	Aix-la-Chapelle	50.775556,6.083611	1715	11		1715	11			1
1616	Jacob Ennis	1728	1770	Male	1754	1756	Dublin	53.3425,-6.265833333	1754	1		1754	1			0
1616	Jacob Ennis	1728	1770	Male	1754	1756	Rome	41.89305556,12.48277778	1754	1	26	1756	7		by	1
1616	Jacob Ennis	1728	1770	Male	1754	1756	Florence	43.77138889,11.25416667	1756	7		1756	12			2
1616	Jacob Ennis	1728	1770	Male	1754	1756	Dublin	53.3425,-6.265833333	1756	7		1756	12			3
1619	Mary (Hervey), Viscountess Erne	1753	1842	Female	1785	1790	Genoa	44.40718611,8.933983333	1785	1		1785	12			0
1619	Mary (Hervey), Viscountess Erne	1753	1842	Female	1785	1790	Leghorn	43.55,10.31666667	1785	12	28	1785	12	28		1
1619	Mary (Hervey), Viscountess Erne	1753	1842	Female	1785	1790	Florence	43.77138889,11.25416667	1786	1		1786	1			2
1619	Mary (Hervey), Viscountess Erne	1753	1842	Female	1785	1790	Rome	41.89305556,12.48277778	1786	1	17	1786	2	8	by; -	3
1619	Mary (Hervey), Viscountess Erne	1753	1842	Female	1785	1790	Leghorn	43.55,10.31666667	1786	6		1786	6		by	4
1619	Mary (Hervey), Viscountess Erne	1753	1842	Female	1785	1790	Genoa	44.40718611,8.933983333	1786	6		1786	8			5
1619	Mary (Hervey), Viscountess Erne	1753	1842	Female	1785	1790	Switzerland	46.94798,7.44743	1786	8		1786	9			6
1619	Mary (Hervey), Viscountess Erne	1753	1842	Female	1785	1790	Rome	41.89305556,12.48277778	1786	12		1790	5			7
1619	Mary (Hervey), Viscountess Erne	1753	1842	Female	1785	1790	Naples	40.840141,14.25226021	1787	1		1787	1			8
1619	Mary (Hervey), Viscountess Erne	1753	1842	Female	1785	1790	Florence	43.77138889,11.25416667	1788			1788				9
1619	Mary (Hervey), Viscountess Erne	1753	1842	Female	1785	1790	Bologna	44.504822,11.34517956	1789	10	14	1789	10	14		10
1619	Mary (Hervey), Viscountess Erne	1753	1842	Female	1785	1790	Venice	45.43811,12.31814957	1790	5	21	1790	5	21	[	11
1620	Henry Errington	1738	1819	Male	1765	1766	Rome	41.89305556,12.48277778	1765	12		1766	1	10		0
1620	Henry Errington	1738	1819	Male	1765	1766	Naples	40.840141,14.25226021	1766	1	12	1766	3			1
1620	Henry Errington	1738	1819	Male	1765	1766	Rome	41.89305556,12.48277778	1766	3	15	1766	3	15	-	2
1620	Henry Errington	1738	1819	Male	1774	1775	Florence	43.77138889,11.25416667	1774	11	26	1774	11	26	by	3
1620	Henry Errington	1738	1819	Male	1774	1775	Rome	41.89305556,12.48277778	1774	12	21	1774	12	21	by	4
1620	Henry Errington	1738	1819	Male	1774	1775	Venice	45.43811,12.31814957	1774	12		1775	5			5
1620	Henry Errington	1738	1819	Male	1774	1775	Milan	45.4654219,9.1859243	1775	5	12	1775	5	12	by	6
1621	Charles Erskine	1739	1811	Male	1739	1793	Rome	41.89305556,12.48277778	1739			1793				0
1621	Charles Erskine	1739	1811	Male	1801	1811	Rome	41.89305556,12.48277778	1801			1811				1
1622	Charles Erskine			Male	1710	1710	Padua	45.40638889,11.87777778	1710	3	8	1710	3	8		0
1623	Colin [Nicholas] Erskine	1705	1740	Male	1733	1740	Rome	41.89305556,12.48277778	1733	1		1740	1	18	?	0
1623.1	Maria Clementina Erskine	1735		Female	1735	1740	Rome	41.89305556,12.48277778	1733			1740	1	18	?	0
1623.2	Agata Erskine	1732		Female	1733	1740	Rome	41.89305556,12.48277778	1733	1		1740	1	18	?	0
1624	Lt.-Gen. David Erskine		1778	Male	1778	1778	Tuscany	43.7710513,11.2486208	1778			1778				0
1625	David Erskine			Male	1775	1780	Florence	43.77138889,11.25416667	1775	8		1775	8		-; -	0
1625	David Erskine			Male	1775	1780	Florence	43.77138889,11.25416667	1776	8		1776	8		-; -	1
1625	David Erskine			Male	1775	1780	Rome	41.89305556,12.48277778	1777	10	18	1777	10	18	by	2
1625	David Erskine			Male	1775	1780	Florence	43.77138889,11.25416667	1778	6		1778	6			3
1625	David Erskine			Male	1775	1780	Florence	43.77138889,11.25416667	1778	12		1778	12			4
1625	David Erskine			Male	1775	1780	Florence	43.77138889,11.25416667	1778	8		1779	1			5
1625	David Erskine			Male	1775	1780	Florence	43.77138889,11.25416667	1780	1		1780	1			6
1626	David Erskine		1791	Male	1791	1791	Naples	40.840141,14.25226021	1791	4	7	1791	4	7	by	0
1626.1	Mrs Erskine			Female	1791	1791	Naples	40.840141,14.25226021	1791	4	7	1791	4	7	by	0
1626.2	Niece of David Erskine			Female	1791	1791	Naples	40.840141,14.25226021	1791	4	7	1791	4	7	by	0
1627	Sir Henry, 5th Bt. Erskine	1710	1765	Male	1748	1748	England	51.50722222,-0.1275	1748	2	16	1748	2	16	left	0
1627	Sir Henry, 5th Bt. Erskine	1710	1765	Male	1748	1748	Trento	46.06787,11.12108	1748	5	8	1748	5	8		1
1627	Sir Henry, 5th Bt. Erskine	1710	1765	Male	1748	1748	Mantua	45.1564168,10.7913751	1748	5	11	1748	5	11		2
1627	Sir Henry, 5th Bt. Erskine	1710	1765	Male	1748	1748	Cremona	45.133249,10.0226511	1748	5	12	1748	5	12		3
1627	Sir Henry, 5th Bt. Erskine	1710	1765	Male	1748	1748	Milan	45.4654219,9.1859243	1748	5	13	1748	5	13		4
1627	Sir Henry, 5th Bt. Erskine	1710	1765	Male	1748	1748	Turin	45.06666667,7.7	1748	5		1748	11	29		5
1627	Sir Henry, 5th Bt. Erskine	1710	1765	Male	1748	1748	Lyons	45.759392,4.828979969	1748	11		1748	12			6
1628	William Erskine			Male	1717	1718	Italy	41.89305556,12.48277778	1717	12	7	1717	12	7	by	0
1628	William Erskine			Male	1717	1718	Fano	43.8398164,13.0194201	1718	2		1718	2			1
1628	William Erskine			Male	1717	1718	Pesaro	43.91015,12.9133	1718	2	2	1718	2	2		2
1628	William Erskine			Male	1717	1718	Urbino	43.72523889,12.6372	1718	3		1718	3			3
1628	William Erskine			Male	1717	1718	Rome	41.89305556,12.48277778	1718	4		1718	4			4
1629	Mrs Erskine			Female	1769	1769	Rome	41.89305556,12.48277778	1769			1769				0
1630	William Capel, 3rd Earl of Essex	1697	1743	Male	1714	1717	Padua	45.40638889,11.87777778	1714	10	23	1714	10	23		0
1630	William Capel, 3rd Earl of Essex	1697	1743	Male	1714	1717	Venice	45.43811,12.31814957	1715	2	22	1715	2	22	-	1
1630	William Capel, 3rd Earl of Essex	1697	1743	Male	1714	1717	Rome	41.89305556,12.48277778	1715	3		1715	4	16		2
1630	William Capel, 3rd Earl of Essex	1697	1743	Male	1714	1717	Venice	45.43811,12.31814957	1716	9		1717	2			3
1630	William Capel, 3rd Earl of Essex	1697	1743	Male	1732	1736	Turin	45.06666667,7.7	1732	6		1736	7	31		4
1630	William Capel, 3rd Earl of Essex	1697	1743	Male	1732	1736	London	51.50853,-0.12574	1734	12		1735	5			5
1630.1	Lady Elizabeth Russell		1784	Female	1732	1736	Turin	45.06666667,7.7	1732	6		1736	7	31		0
1630.1	Lady Elizabeth Russell		1784	Female	1732	1736	London	51.50853,-0.12574	1734	12		1735	5			1
1631	William Anne Holles Capel, 4th Earl of Essex	1732	1799	Male	1732	1736	Turin	45.06666667,7.7	1732	10	7	1736	7	31		0
1631	William Anne Holles Capel, 4th Earl of Essex	1732	1799	Male	1752	1754	Venice	45.43811,12.31814957	1752	12		1753	3		mid-; mid-	1
1631	William Anne Holles Capel, 4th Earl of Essex	1732	1799	Male	1752	1754	Padua	45.40638889,11.87777778	1753	3		1753	4			2
1631	William Anne Holles Capel, 4th Earl of Essex	1732	1799	Male	1752	1754	Vicenza	45.54672,11.5475	1753	3		1753	4			3
1631	William Anne Holles Capel, 4th Earl of Essex	1732	1799	Male	1752	1754	Verona	45.43815833,10.99374167	1753	3		1753	4			4
1631	William Anne Holles Capel, 4th Earl of Essex	1732	1799	Male	1752	1754	Rome	41.89305556,12.48277778	1753	4	14	1753	4	14	by	5
1631	William Anne Holles Capel, 4th Earl of Essex	1732	1799	Male	1752	1754	Naples	40.840141,14.25226021	1753	4		1754	5			6
1631	William Anne Holles Capel, 4th Earl of Essex	1732	1799	Male	1752	1754	Rome	41.89305556,12.48277778	1753	4		1754	5			7
1631	William Anne Holles Capel, 4th Earl of Essex	1732	1799	Male	1752	1754	Florence	43.77138889,11.25416667	1754	5		1754	5			8
1631	William Anne Holles Capel, 4th Earl of Essex	1732	1799	Male	1752	1754	Turin	45.06666667,7.7	1754	5		1754	5			9
1631	William Anne Holles Capel, 4th Earl of Essex	1732	1799	Male	1752	1754	Tivoli	41.959721,12.79805565	1754			1754				10
1631	William Anne Holles Capel, 4th Earl of Essex	1732	1799	Male	1752	1754	England	51.50722222,-0.1275	1754	6		1754	6			11
1633	Thomas Estcourt	1748	1818	Male	1772	1772	Venice	45.43811,12.31814957	1772	3	27	1772	3	27		0
1633	Thomas Estcourt	1748	1818	Male	1772	1772	Rome	41.89305556,12.48277778	1772	3		1772	12			1
1634	Charles Euan			Male	1725	1725	Venice	45.43811,12.31814957	1725	1		1725	2			0
1634	Charles Euan			Male	1725	1725	Padua	45.40638889,11.87777778	1725	2	17	1725	2	17		1
1636	George Fitzroy, Earl of Euston	1715	1747	Male	1734	1735	Turin	45.06666667,7.7	1734	11		1734	12	24		0
1636	George Fitzroy, Earl of Euston	1715	1747	Male	1734	1735	Milan	45.4654219,9.1859243	1734	12		1734	12			1
1636	George Fitzroy, Earl of Euston	1715	1747	Male	1734	1735	Florence	43.77138889,11.25416667	1734	12		1735	2			2
1636	George Fitzroy, Earl of Euston	1715	1747	Male	1734	1735	Lucca	43.84198,10.51531029	1735	2	15	1735	2	15	by	3
1636	George Fitzroy, Earl of Euston	1715	1747	Male	1734	1735	Rome	41.89305556,12.48277778	1735	2		1735	4			4
1636	George Fitzroy, Earl of Euston	1715	1747	Male	1734	1735	Turin	45.06666667,7.7	1735	4		1735	4			5
1636	George Fitzroy, Earl of Euston	1715	1747	Male	1734	1735	Genoa	44.40718611,8.933983333	1735	8		1735	8			6
1636	George Fitzroy, Earl of Euston	1715	1747	Male	1734	1735	Venice	45.43811,12.31814957	1735	8		1735	11			7
1636	George Fitzroy, Earl of Euston	1715	1747	Male	1734	1735	Turin	45.06666667,7.7	1735	11		1735	12			8
1636	George Fitzroy, Earl of Euston	1715	1747	Male	1734	1735	London	51.50853,-0.12574	1736	3		1736	3			9
1636	George Fitzroy, Earl of Euston	1715	1747	Male	1744	1744	Italy	41.89305556,12.48277778	1744	10		1744	10			10
1637	Capt. John Evans			Male	1761	1761	Venice	45.43811,12.31814957	1761	11	17	1761	12	1		0
1637	Capt. John Evans			Male	1761	1761	Bologna	44.504822,11.34517956	1761	12	4	1761	12	4		1
1638	Lloyd Henry Humfrey Evans			Male	1769	1769	Parma	44.80147222,10.328	1769	5		1769	5			0
1639	Sylvanus Evans			Male	1706	1706	Padua	45.40638889,11.87777778	1706	9		1706	10		/	0
1640	Charles Evelyn			Male	1760	1760	Florence	43.77138889,11.25416667	1760	5	16	1760	5	16		0
1641	Everard			Male	1788	1788	Rome	41.89305556,12.48277778	1788			1788				0
1642	Evers			Male	1780	1780	Rome	41.89305556,12.48277778	1780	1	1	1780	1	1		0
1643	John Ewer	1708	1774	Male	1739	1740	Venice	45.43811,12.31814957	1739	12	22	1740	4		by	0
1644	Brownlow Cecil, 9th Earl of Exeter	1725	1793	Male	1763	1764	Turin	45.06666667,7.7	1763	10	12	1763	10	12	-	0
1644	Brownlow Cecil, 9th Earl of Exeter	1725	1793	Male	1763	1764	Parma	44.80147222,10.328	1763	10	16	1763	10	16		1
1644	Brownlow Cecil, 9th Earl of Exeter	1725	1793	Male	1763	1764	Florence	43.77138889,11.25416667	1763	10		1763	12			2
1644	Brownlow Cecil, 9th Earl of Exeter	1725	1793	Male	1763	1764	Naples	40.840141,14.25226021	1763	12		1764	2		-	3
1644	Brownlow Cecil, 9th Earl of Exeter	1725	1793	Male	1763	1764	Rome	41.89305556,12.48277778	1764	5	7	1764	6	5	by	4
1644	Brownlow Cecil, 9th Earl of Exeter	1725	1793	Male	1763	1764	Florence	43.77138889,11.25416667	1764	6	20	1764	6	20	-	5
1644	Brownlow Cecil, 9th Earl of Exeter	1725	1793	Male	1768	1769	Florence	43.77138889,11.25416667	1768	10	16	1768	10	16	by	6
1644	Brownlow Cecil, 9th Earl of Exeter	1725	1793	Male	1768	1769	Rome	41.89305556,12.48277778	1768	10		1768	11			7
1644	Brownlow Cecil, 9th Earl of Exeter	1725	1793	Male	1768	1769	Naples	40.840141,14.25226021	1768	11	22	1769	1	17	by; -	8
1644	Brownlow Cecil, 9th Earl of Exeter	1725	1793	Male	1768	1769	Rome	41.89305556,12.48277778	1769	3	4	1769	4	15	by; -	9
1644	Brownlow Cecil, 9th Earl of Exeter	1725	1793	Male	1768	1769	Venice	45.43811,12.31814957	1769	5	29	1769	5	29	-	10
1645	Charles Exshaw			Male	1747	1755	Paris	48.85657778,2.351827778	1747	1		1747	9		c.; c.	0
1645	Charles Exshaw			Male	1747	1755	Amsterdam	52.37403,4.88969	1747	1		1747	9		c.; c.	1
1645	Charles Exshaw			Male	1747	1755	Rome	41.89305556,12.48277778	1747	1		1747	9		c.; c.	2
1645	Charles Exshaw			Male	1747	1755	Capua	41.10555556,14.21388889	1753	9	27	1753	9	27	c.; c.	3
1645	Charles Exshaw			Male	1747	1755	Naples	40.840141,14.25226021	1753			1753			c.; c.	4
1645	Charles Exshaw			Male	1747	1755	Dublin	53.3425,-6.265833333	1755			1755				5
1645	Charles Exshaw			Male	1759	1759	Dublin	53.3425,-6.265833333	1757			1757				6
1645	Charles Exshaw			Male	1759	1759	Paris	48.85657778,2.351827778	1757			1757				7
1645	Charles Exshaw			Male	1759	1759	Rome	41.89305556,12.48277778	1759			1759				8
1645	Charles Exshaw			Male	1759	1759	Amsterdam	52.37403,4.88969	1760			1760				9
1645	Charles Exshaw			Male	1759	1759	Dublin	53.3425,-6.265833333	1762			1762				10
1646	John Eyles			Male	1705	1705	Venice	45.43811,12.31814957	1705	1		1705	3			0
1646	John Eyles			Male	1705	1705	Rome	41.89305556,12.48277778	1705	3	19	1705	5		by	1
1646	John Eyles			Male	1705	1705	Padua	45.40638889,11.87777778	1705	7	10	1705	7	10		2
1647	Sir Francis Haskins, 3rd Bt. Eyles-Styles		1763	Male	1760	1763	Naples	40.840141,14.25226021	1760	11	3	1763	1	26	by	0
1647	Sir Francis Haskins, 3rd Bt. Eyles-Styles		1763	Male	1760	1763	Rome	41.89305556,12.48277778	1762	10		1762	10			1
1647.1	Sibylla Egerton	1711	1763	Female	1760	1763	Naples	40.840141,14.25226021	1760	11	3	1763	1	26	by	0
1647.1	Sibylla Egerton	1711	1763	Female	1760	1763	Rome	41.89305556,12.48277778	1762	10		1762	10			1
1647.2	Mary Eyles-Styles	1745	1821	Female	1760	1763	Naples	40.840141,14.25226021	1760	11	3	1763	1	26	by	0
1647.2	Mary Eyles-Styles	1745	1821	Female	1760	1763	Rome	41.89305556,12.48277778	1762	10		1762	10			1
1648	Mary (Radclyffe), Lady Eyre	1732	1798	Female	1732	1736	Rome	41.89305556,12.48277778	1732			1736				0
1648	Mary (Radclyffe), Lady Eyre	1732	1798	Female	1794	1794	Pisa	43.70853,10.4036	1794	3	23	1794	3	23	by	1
1648	Mary (Radclyffe), Lady Eyre	1732	1798	Female	1789	1789	Rome	41.89305556,12.48277778	1789	12		1789	12			2
1648.1	Francis Eyre	1742	1814	Male	1789	1789	Rome	41.89305556,12.48277778	1789	12		1789	12			0
1649.1	Mr Eyre			Male	1789	1790	Rome	41.89305556,12.48277778	1789			1790				0
1649.2	Mrs Eyre			Female	1789	1790	Rome	41.89305556,12.48277778	1789			1790				0
1650	Capt. Eyre			Male	1794	1794	Leghorn	43.55,10.31666667	1794	3	28	1794	3	28		0
1651	Dr James Fagan	1647	1713	Male	1711	1713	Rome	41.89305556,12.48277778	1711	3	28	1713			by	0
1652	Robert Fagan	1761	1816	Male	1781	1782	Rome	41.89305556,12.48277778	1781	12	22	1782	6		by; before	0
1652	Robert Fagan	1761	1816	Male	1784	1814	Paris	48.85657778,2.351827778	1783			1783				1
1652	Robert Fagan	1761	1816	Male	1784	1814	Rome	41.89305556,12.48277778	1784	3	6	1792			by	2
1652	Robert Fagan	1761	1816	Male	1784	1814	Naples	40.840141,14.25226021	1792			1793				3
1652	Robert Fagan	1761	1816	Male	1784	1814	Rome	41.89305556,12.48277778	1793			1797				4
1652	Robert Fagan	1761	1816	Male	1784	1814	Naples	40.840141,14.25226021	1797	6		1797	6		by	5
1652	Robert Fagan	1761	1816	Male	1784	1814	Rome	41.89305556,12.48277778	1797			1799				6
1652	Robert Fagan	1761	1816	Male	1784	1814	Naples	40.840141,14.25226021	1800			1807				7
1652	Robert Fagan	1761	1816	Male	1784	1814	Palermo	38.115658,13.361262	1807			1813				8
1652	Robert Fagan	1761	1816	Male	1784	1814	Rome	41.89305556,12.48277778	1814			1814				9
1652	Robert Fagan	1761	1816	Male	1784	1814	England	51.50722222,-0.1275	1815			1815				10
1652	Robert Fagan	1761	1816	Male	1815	1816	Rome	41.89305556,12.48277778	1816	1		1816	8	26	c.; by	11
1653	Falconet			Male	1796	1796	Leghorn	43.55,10.31666667	1796	1	4	1796	1	4		0
1654	J.S. Falke			Male	1790	1790	Leghorn	43.55,10.31666667	1790			1790				0
1655	Lucius Henry (Cary), 6th Viscount of Falkland	1687	1730	Male	1723	1725	Rome	41.89305556,12.48277778	1723	10		1723	10		-	0
1655	Lucius Henry (Cary), 6th Viscount of Falkland	1687	1730	Male	1723	1725	Naples	40.840141,14.25226021	1723	10		1723	10			1
1655	Lucius Henry (Cary), 6th Viscount of Falkland	1687	1730	Male	1723	1725	Naples	40.840141,14.25226021	1724	10		1724	10			2
1655	Lucius Henry (Cary), 6th Viscount of Falkland	1687	1730	Male	1723	1725	Rome	41.89305556,12.48277778	1725	3		1725	3			3
1657	Hon. Charles Fane	1707	1766	Male	1730	1730	France	48.85657778,2.351827778	1727			1727				0
1657	Hon. Charles Fane	1707	1766	Male	1730	1730	Venice	45.43811,12.31814957	1730	1	20	1730	1	20	-by	1
1657	Hon. Charles Fane	1707	1766	Male	1734	1738	England	51.50722222,-0.1275	1734	7		1734	7		dep.	2
1657	Hon. Charles Fane	1707	1766	Male	1734	1738	Turin	45.06666667,7.7	1734	7		1734	10			3
1657	Hon. Charles Fane	1707	1766	Male	1734	1738	Florence	43.77138889,11.25416667	1734	10	3	1738	4			4
1657	Hon. Charles Fane	1707	1766	Male	1734	1738	Rome	41.89305556,12.48277778	1735	3		1735	3			5
1657.1	Lady Mary Fane		1762	Female	1736	1736	Florence	43.77138889,11.25416667	1736	6		1736	6			0
1657.2	Dorothy Fane	1717	1797	Female	1736	1737	Florence	43.77138889,11.25416667	1736	6		1737	6			0
1658	Fane			Male	1746	1746	Rome	41.89305556,12.48277778	1746	11		1746	11			0
1658	Fane			Male	1772	1773	Italy	41.89305556,12.48277778	1772			1773			c.	1
1659	Simon Fanshawe	1716	1777	Male	1772	1772	Capua	41.10555556,14.21388889	1772	10	5	1772	10	5		0
1659	Simon Fanshawe	1716	1777	Male	1772	1772	Naples	40.840141,14.25226021	1772			1772				1
1659.1	Althea Snelling			Female	1772	1772	Capua	41.10555556,14.21388889	1772	10	5	1772	10	5		0
1659.1	Althea Snelling			Female	1772	1772	Naples	40.840141,14.25226021	1772			1772				1
1659.2	Son of Simon Fanshawe			Male	1772	1772	Capua	41.10555556,14.21388889	1772	10	5	1772	10	5		0
1659.2	Son of Simon Fanshawe			Male	1772	1772	Naples	40.840141,14.25226021	1772			1772				1
1660	Sir William Farington	1730	1781	Male	1765	1765	London	51.50853,-0.12574	1765	1	25	1765	1	25	dep.	0
